dfdg,"[0.014303252, -1.4708661, -0.37302986, 0.7841123, -0.5501559, 1.1759986, 0.55534893, 0.7467105, -0.68406713, 0.5340773, -2.2358527, 0.99077415, 1.302244, -0.30360097, 0.14196333, 0.838145, -1.0037081, -0.53025925, 0.07916179, 1.7059002, 0.5271752, 0.16445632, 2.317044, 0.7668062, 0.8883162, -0.5617788, 0.7030015, 0.57417226, -0.5548981, 0.6332882, -1.1534115, -0.81043386, -0.3611147, 1.2336998, 0.36838934, -1.6802577, 1.7163529, -1.5447559, -0.04212299, -0.20898831, -0.3495051, 0.9738909, -0.86807096, 1.005287, 0.59661025, -0.5603271, 0.5225744, -0.114316285, -0.44213486, 0.6997943, -1.703321, 0.574725, -0.16130981, -0.37754753, -0.100200966, 1.128457, 0.47688743, 0.17185263, 0.0894595, 0.3790588, 0.5317039, 1.483572, 1.177837, -1.7580426, -2.2136552, 1.2792399, -0.013552725, 2.1122513, -0.57309544, -0.87398005, -0.21511523, 1.3460948, 0.52428496, 0.022440232, -0.25068456, -0.32629243, -1.5773313, -1.1469128, 0.46178943, -0.5228445, -0.8019505, -1.1294107, -0.34125245, 1.9918616, 1.5681177, -1.3876495, 1.1460066, 0.38419586, 1.6146679, 0.3291272, -0.7870276, -1.1299232, -0.7317356, 0.9721457, -0.78286654, 0.5064622, 1.1415708, -1.5816888, -0.2556905, 0.6299622, 2.2734675, 0.2139427, -1.1858145, -0.7122822, 0.10411783, -0.9285505, -1.1994511, -2.0308933, 0.03532949, 1.0732656, 1.0349776, 0.13639918, 2.3347094, -1.4547174, 0.32449776, -0.11186591, -1.8031107, 0.81765527, 0.5436271, -1.2666479, 1.8941653, 0.13814983, -0.56977355, 0.63175267, 0.23041788, -0.78837156, 1.0661718, -0.70611167]"
sddfdf,"[-1.3438462, -2.077628, 0.23505503, -0.6129953, 1.4455054, -1.99929, 0.8941698, -0.90046555, -0.0032641888, -0.895338, 0.817804, -2.0482438, -1.1032425, -2.659087, 1.237969, 0.5920789, 0.09198553, -0.45242584, -0.3865322, -2.0297718, 1.004037, 0.49602643, -0.08482447, 1.327625, 0.2893471, 0.30998084, 0.34264317, 0.052511834, 0.9796716, 1.1947999, 0.3038382, 0.30827463, -0.21553406, 0.70089185, 1.0954741, -0.08169748, -0.15853256, 0.34746948, 0.8360612, -0.7118591, -0.85325587, 0.16065696, 0.7519069, -1.6856394, -1.1973889, 1.3356224, 0.348121, -0.5894587, -2.111487, 1.2403034, -0.23215385, 0.24634609, 1.2141744, 0.18839255, -1.317472, 0.58501726, -0.33288032, -0.38818303, -1.1621224, -0.3722645, -0.40385097, -1.3438704, -1.4113952, 1.3345145, 0.15221879, 0.3177071, 1.1866544, -0.21468082, -0.36196214, -0.14571004, 2.118786, -2.0039494, 0.48408404, -1.6215645, 0.1340166, 0.87990344, 1.0429087, 1.3770283, -2.099777, -0.4102307, -1.2631413, 0.52858603, -1.5421104, 0.027695814, 0.7164704, -0.6246963, 1.5346386, -1.1503026, -1.0379549, 0.5875878, 1.2004204, 0.81505257, -0.1852283, 0.8731993, 0.2368581, 0.1908692, -1.1580735, 0.32991543, -1.5377812, -0.7865296, 0.59040946, -0.7387129, 2.4100428, -0.8478417, 0.6444677, 0.52975297, -0.40645227, -1.0134376, 0.08139683, -0.41849577, 0.01731255, -0.49113458, 0.8432846, 0.5204256, 1.0853357, -0.8340939, -0.17947349, 0.8345363, -1.1840944, 1.4617515, -0.15240155, -0.8944309, 0.73166066, 1.0659226, 0.35730755, -0.18571723, -0.06270825, 0.77080715]"
dfdfdf,"[-0.6189964, -1.3694572, -0.47528273, -0.49914578, 1.0180001, -1.1768147, 0.21747689, -0.5271935, 0.23178536, -1.2521476, 0.64313126, -0.38716102, -0.39986062, -2.1820457, 0.52075934, 0.18787584, 0.64443266, -0.103841156, 0.21013601, -0.9760139, 0.11567213, 0.0076824455, -0.83110017, 0.4131996, -0.4028082, 0.4960164, 0.252522, 0.840246, 0.3024083, 0.854889, -0.13717188, 1.0233091, -0.4974914, -0.6642357, 0.6243568, -0.17653212, -1.140064, 0.84223616, 0.81999165, 0.27169466, -0.43874833, 0.38678956, 0.7082498, -0.92852336, -0.6257886, 0.43264785, 0.4566136, -0.27277967, -0.8865418, 1.2687709, 0.14955243, 0.61690706, 1.2535863, -0.48231184, -0.06215873, 0.47264633, -0.5015142, -0.14682867, -0.4168738, 0.14529938, -0.24402401, -1.1141249, -0.69413894, 1.3483526, 0.94013005, 0.76716906, 1.0690365, 0.31870782, 0.21760121, -0.11204275, 0.8111615, -1.3155109, 0.057895813, -0.7824356, 0.16471826, 0.7181796, 0.19224966, 1.1706963, -2.0646586, -0.6669831, -0.86421037, 0.4219015, -0.7954911, 0.14842601, 0.59569055, -0.61734146, 0.8299835, -1.180779, -1.7071371, 0.23897938, 1.4546982, 0.093532614, -0.3319199, -0.18299407, -0.08999042, 0.42982063, -0.80709034, 0.19778717, -1.4373817, -0.58182627, -0.3796631, -0.38920197, 2.1526537, -0.724328, -0.43051493, -0.03214504, 0.11301869, 0.019270752, 0.20372778, -0.6002405, 0.30525205, 0.14202219, 0.2678311, 0.9057479, 0.7600561, -0.20979121, -0.15001221, 1.35677, -0.17115599, 0.80780095, 0.23922658, -0.29587114, 1.1245722, 0.23383987, 0.28135297, -1.0677798, -0.70320594, 0.0070950612]"
dfdfgfg,"[-0.31565675, -1.1905984, -0.2668732, -0.3364955, 0.88524294, -1.0505226, 0.109656885, -0.9540023, 0.07215148, -1.2605244, 0.5025964, -0.3535962, -0.2743719, -1.7720797, 0.5710399, 0.19011807, 0.67010367, -0.2725973, 0.0054011308, -0.79399395, 0.23601207, -0.13307664, -0.8359962, 0.268585, -0.11920944, 0.5284304, 0.027400672, 1.181701, 0.74615324, 0.7347565, 0.24745548, 1.122314, -0.7087274, -0.46784616, 0.8089476, -0.4875171, -1.3591124, 1.0994663, 1.2518473, 0.6991695, -0.6778536, 0.4411099, 0.9487971, -0.9943458, -0.43436536, 0.3811102, -0.033906497, 0.026064478, -0.58994067, 0.91291106, 0.3122627, 0.5461141, 0.77980614, -0.10577703, 0.11022389, 0.5943783, -0.46553946, -0.21008629, -0.31308863, 0.03387496, -0.408784, -0.87545484, -0.55328083, 0.9406797, 0.13654539, 1.1226207, 0.8163447, 0.28882623, 0.15013415, 0.028049972, 0.5196315, -1.332806, 0.2742946, -0.76831675, -0.19363172, 0.7296295, 0.19800642, 0.91434467, -2.1306012, -0.6215109, -0.43691748, 0.18809025, -0.7062905, 0.51908875, 0.46605614, -0.7203083, 0.9621942, -1.4063332, -1.6816597, -0.000961056, 1.6642982, 0.0037096199, -0.18498088, -0.54870194, -0.078044415, 0.7390964, -0.59619886, 0.048418716, -1.3841262, -0.83904994, -0.865697, -0.35919237, 1.8408495, -0.52788585, -0.14659873, -0.063619986, 0.2157835, -0.029575549, 0.111733764, -0.482466, 0.6853727, -0.16908266, 0.08729321, 0.4112153, 0.8625704, 0.05029945, -0.18336599, 1.6725949, -0.25459218, 0.09223829, 0.35443068, -0.08622262, 1.638938, 0.16575676, 0.4475354, -1.0801768, -0.9281333, -0.07978372]"
dfdfd,"[-0.6189964, -1.3694572, -0.47528273, -0.49914578, 1.0180001, -1.1768147, 0.21747689, -0.5271935, 0.23178536, -1.2521476, 0.64313126, -0.38716102, -0.39986062, -2.1820457, 0.52075934, 0.18787584, 0.64443266, -0.103841156, 0.21013601, -0.9760139, 0.11567213, 0.0076824455, -0.83110017, 0.4131996, -0.4028082, 0.4960164, 0.252522, 0.840246, 0.3024083, 0.854889, -0.13717188, 1.0233091, -0.4974914, -0.6642357, 0.6243568, -0.17653212, -1.140064, 0.84223616, 0.81999165, 0.27169466, -0.43874833, 0.38678956, 0.7082498, -0.92852336, -0.6257886, 0.43264785, 0.4566136, -0.27277967, -0.8865418, 1.2687709, 0.14955243, 0.61690706, 1.2535863, -0.48231184, -0.06215873, 0.47264633, -0.5015142, -0.14682867, -0.4168738, 0.14529938, -0.24402401, -1.1141249, -0.69413894, 1.3483526, 0.94013005, 0.76716906, 1.0690365, 0.31870782, 0.21760121, -0.11204275, 0.8111615, -1.3155109, 0.057895813, -0.7824356, 0.16471826, 0.7181796, 0.19224966, 1.1706963, -2.0646586, -0.6669831, -0.86421037, 0.4219015, -0.7954911, 0.14842601, 0.59569055, -0.61734146, 0.8299835, -1.180779, -1.7071371, 0.23897938, 1.4546982, 0.093532614, -0.3319199, -0.18299407, -0.08999042, 0.42982063, -0.80709034, 0.19778717, -1.4373817, -0.58182627, -0.3796631, -0.38920197, 2.1526537, -0.724328, -0.43051493, -0.03214504, 0.11301869, 0.019270752, 0.20372778, -0.6002405, 0.30525205, 0.14202219, 0.2678311, 0.9057479, 0.7600561, -0.20979121, -0.15001221, 1.35677, -0.17115599, 0.80780095, 0.23922658, -0.29587114, 1.1245722, 0.23383987, 0.28135297, -1.0677798, -0.70320594, 0.0070950612]"
gghgh,"[-0.31565675, -1.1905984, -0.2668732, -0.3364955, 0.88524294, -1.0505226, 0.109656885, -0.9540023, 0.07215148, -1.2605244, 0.5025964, -0.3535962, -0.2743719, -1.7720797, 0.5710399, 0.19011807, 0.67010367, -0.2725973, 0.0054011308, -0.79399395, 0.23601207, -0.13307664, -0.8359962, 0.268585, -0.11920944, 0.5284304, 0.027400672, 1.181701, 0.74615324, 0.7347565, 0.24745548, 1.122314, -0.7087274, -0.46784616, 0.8089476, -0.4875171, -1.3591124, 1.0994663, 1.2518473, 0.6991695, -0.6778536, 0.4411099, 0.9487971, -0.9943458, -0.43436536, 0.3811102, -0.033906497, 0.026064478, -0.58994067, 0.91291106, 0.3122627, 0.5461141, 0.77980614, -0.10577703, 0.11022389, 0.5943783, -0.46553946, -0.21008629, -0.31308863, 0.03387496, -0.408784, -0.87545484, -0.55328083, 0.9406797, 0.13654539, 1.1226207, 0.8163447, 0.28882623, 0.15013415, 0.028049972, 0.5196315, -1.332806, 0.2742946, -0.76831675, -0.19363172, 0.7296295, 0.19800642, 0.91434467, -2.1306012, -0.6215109, -0.43691748, 0.18809025, -0.7062905, 0.51908875, 0.46605614, -0.7203083, 0.9621942, -1.4063332, -1.6816597, -0.000961056, 1.6642982, 0.0037096199, -0.18498088, -0.54870194, -0.078044415, 0.7390964, -0.59619886, 0.048418716, -1.3841262, -0.83904994, -0.865697, -0.35919237, 1.8408495, -0.52788585, -0.14659873, -0.063619986, 0.2157835, -0.029575549, 0.111733764, -0.482466, 0.6853727, -0.16908266, 0.08729321, 0.4112153, 0.8625704, 0.05029945, -0.18336599, 1.6725949, -0.25459218, 0.09223829, 0.35443068, -0.08622262, 1.638938, 0.16575676, 0.4475354, -1.0801768, -0.9281333, -0.07978372]"
tian,"[0.1632855, -0.7179731, 1.1817943, -1.1411037, 1.0934982, 1.2050254, 1.1852132, 0.19207522, -0.16742903, 0.76464015, 0.097520284, 0.7363107, -1.1372329, 0.16545683, -2.3492575, 0.926121, 0.81976473, 0.18418674, 0.49133563, -0.6407557, 0.82303846, 0.30852014, -0.4749724, 0.45587352, -0.48271987, -0.020184942, -1.5692191, -0.54959154, 0.82112485, -1.7982268, 1.5223984, -0.38918385, -0.047759425, 0.11001363, 0.72486985, -1.355782, 0.35986018, 0.51279277, 1.3066711, -0.2837031, -1.2469485, 0.6041615, 1.0231189, 0.8405538, -1.7813528, -0.199104, -0.52565247, 0.32441676, -1.4561348, 0.84521115, -0.699472, 0.37800413, -0.60011005, -0.21397635, 1.3150021, 0.5774375, 0.2525929, 0.3850377, 0.31210142, -0.5886245, -0.06620345, -0.44077688, 0.10415611, 1.259487, -0.83472914, 2.1827633, -0.69738275, 1.414189, 0.4112764, -0.011204808, -1.1384248, -0.4435583, -0.09301382, -0.2667845, 0.86682636, 1.1990287, -0.69763494, 0.28180122, -0.09384169, 0.55728394, -0.9039147, -0.4294387, -0.90217125, -0.7886885, -0.48841193, 0.043752722, -0.045220032, -0.23521519, 0.09822032, 1.4637791, -0.15022016, -0.53091866, -0.9147021, -1.076884, 1.6952244, -0.47618103, -0.8074061, -1.3815182, 0.46787536, -0.90746814, -0.6796075, 0.85442495, -1.3684047, -0.039671868, -0.01537507, -0.57981557, 0.5830163, -1.0421789, -0.09101917, -1.5663717, 1.3713725, 0.5854732, 1.3339456, 0.28505737, -0.8366774, 0.7701874, 0.33351973, 0.6882957, -0.47292432, -0.46597764, -1.0873414, 0.28941676, 0.8993584, -0.10465779, 0.06763742, -0.92646044, 0.63757354, -1.0482804]"
tianfeng,"[0.3427186, -0.90364873, 1.1565073, -1.0339441, 1.2913315, 0.77013874, 1.0711762, -0.17061538, -0.10738592, 0.34110463, -0.1544519, -0.00018765405, -1.6070783, -0.2610276, -2.3263893, 1.3682618, 1.3021315, 0.042933844, 0.66934276, -1.1754265, 0.87546146, 0.25188515, -0.17192931, 0.5003957, -0.9852181, -0.05153557, -1.5433831, -0.4113215, 0.6165917, -0.8088693, 1.5100774, -0.61371267, -0.18970832, 0.04598353, 0.86554104, -0.8956588, 0.4829716, 0.9624646, 1.8619668, -0.10589224, -1.4678197, 0.24578908, 0.62333775, 0.0609781, -1.7892929, 0.09538466, -0.22052021, 0.36220914, -1.8593235, 1.1393194, -0.60548174, 0.46751413, -0.2945312, -0.1586238, 1.3266467, 1.1346385, -0.0881007, 0.4678492, 0.5477227, -0.34460825, -0.7467314, -1.1906564, 0.32078937, 1.3855758, -0.71911556, 1.9638935, -0.4388097, 1.7055199, 0.086055346, 0.352412, -0.6627995, -0.5834253, 0.1330448, -0.61406153, 0.5443401, 1.7714664, -1.1824254, 0.48027012, -0.6981842, -0.37841696, -1.089726, -0.55749, -0.6849318, -0.4351491, -0.4058338, -0.26435798, 0.18830696, -0.5838268, -0.5637474, 1.2350533, 0.46164742, -0.48063394, -0.8734547, -1.2946689, 0.9848313, -0.6055217, -1.0515978, -1.4278939, 0.25289312, -0.650793, -0.8471748, 1.474881, -0.97081304, -0.52831507, -0.1282349, -0.81004405, 0.17214367, -0.8348671, -0.3087041, -1.6963158, 1.0869498, 0.6826381, 1.3921852, 0.25835833, -0.5847258, 0.3825433, 0.6310077, 0.87383974, -0.99076724, -0.33285946, -0.76847494, -0.038237344, 1.3385077, -0.41983032, -0.045886494, -1.1774035, 0.49158752, -1.1305083]"
tttt,"[0.181175, -0.9345143, 1.4160157, -0.9586592, 1.1407847, 1.0108236, 1.2374978, 0.16919075, -0.17533919, 0.78002, 0.30756104, 0.07362241, -1.3799957, 0.5385003, -2.4169, 1.7133422, 1.0680054, 0.123601526, 0.42429766, -0.4550374, 1.0982434, 0.34330395, -0.5110102, 0.27673075, -0.65260005, -0.29413116, -1.4405581, -0.4498679, 0.37126303, -1.24117, 1.6290745, -0.19661735, 0.14481828, 0.371947, 0.8061372, -1.2618246, 0.6382294, 0.36877567, 1.535512, 0.083387375, -1.220357, 0.5868914, 1.063934, 0.37628663, -2.0178595, -0.27118596, -0.29654694, 0.29784864, -1.8193172, 1.2745074, -0.8189108, 0.049068928, -0.6281565, 0.020597115, 1.5279729, 0.096532606, 0.21769692, 0.71462035, 0.42575708, -0.6193497, -0.06039781, -0.4798007, 0.41791296, 1.4570963, -1.0193576, 1.8742789, -0.6997999, 1.8723671, 0.47228593, 0.10740571, -1.283471, -0.6953548, 0.26767412, -0.25423238, 0.37303287, 1.7990285, -0.3916382, 0.24645118, 0.16847903, 0.34458452, -1.1291509, -0.7811357, -0.82157475, -0.5623269, -0.2931832, -0.17786871, 0.34060237, -0.29876924, -0.043236155, 1.5724248, -0.012351058, -0.23765546, -0.8087228, -0.9968708, 1.3859653, -0.76615846, -0.9670693, -1.2084495, -0.036760055, -0.7531895, -0.6943907, 1.3428575, -1.6939702, -0.5214583, 0.31921154, -0.9711003, 0.29031128, -1.0132039, -0.63023746, -1.3547568, 1.6122564, 0.4722861, 1.6696806, 0.16142116, -1.2114748, 0.4586725, 0.51947784, 0.5320975, -0.6939234, -0.4058327, -1.3305886, 0.44336796, 0.8340529, -0.20676567, 0.37898654, -1.1257839, 0.48753864, -0.80800146]"
eeee,"[0.06469095, -0.5938244, 1.1721739, -1.264845, 1.382284, 0.9163793, 0.88967335, -0.24880174, 0.122114204, 0.17917982, 0.027051553, 0.4342816, -1.9695463, -0.35772794, -2.4237213, 1.143857, 1.5230317, 0.38021815, 0.46521875, -0.827045, 0.9886979, 0.24895188, -0.15002105, 0.3110322, -1.1351705, 0.046306103, -1.8706005, -0.3476943, 0.7328618, -1.0882266, 1.8276316, -0.73862296, -0.24139968, 0.11303481, 0.9544934, -1.1891805, 0.5562675, 0.81701934, 2.1040614, -0.20663741, -2.016462, 0.18431814, 0.7086675, 0.41157904, -1.668083, 0.3299607, -0.42971203, 0.11239469, -2.0931332, 1.335424, -0.6771401, 0.06637552, -0.32985073, -0.13572873, 1.3926506, 1.0027771, 0.13144206, 0.54590386, 0.043510936, -0.54305226, -0.591732, -0.7182144, 0.20511423, 1.5394019, -0.9223855, 2.2498055, -0.6771847, 1.4825776, 0.57575625, -0.27214393, -0.81240475, -0.65703607, -0.11596471, -0.5477651, 0.65808403, 2.0100665, -1.1882076, 0.06624556, -0.16942227, -0.22672269, -0.9448962, -0.5308802, -0.746094, -0.5691455, -0.4713919, -0.14721136, 0.24546054, -0.03319171, -0.51618135, 1.4661359, 0.16811098, -0.5356151, -1.0741669, -1.2890749, 1.2667624, -0.5761992, -1.1668456, -1.5105393, 0.26211736, -0.9947264, -0.7438319, 1.4299175, -1.1163667, -0.41080248, -0.026193842, -0.9773295, 0.3868439, -1.1998904, -0.20146243, -2.1865, 1.301589, 0.5589136, 1.322367, 0.27151677, -0.719317, 0.7798846, 0.4523234, 1.3029097, -0.61237466, -0.1965346, -1.2125453, 0.31143266, 1.4825046, -0.44393265, -0.11471532, -1.2910703, 0.5221351, -1.274925]"
AAA,"[0.7428663, -0.98268986, -0.38990128, 1.9662004, 1.9386536, -0.09411199, 0.7854333, -0.74904317, 1.6339498, 0.24683303, -0.79283655, 0.07490709, -0.98040634, -1.7528601, -1.9431968, 0.6834324, 2.207153, 0.59240836, 0.5860978, -0.94649005, 0.30828652, 0.3401917, -1.0952796, 0.2690261, -1.0500385, 1.3082741, -0.3170661, -1.5625702, 0.78840107, -0.12061047, 1.3044767, -0.26829892, -1.8581281, -0.43077287, 0.3683928, -0.14702584, -0.77039295, 1.7042737, 1.241631, -0.3264271, -0.9162273, 0.3412915, 0.8515636, -0.18430859, -0.2889409, 1.5777603, -0.36786512, 0.100341685, -1.8935275, 1.2259871, -0.7708509, 0.04748839, -0.788453, 0.45897338, 1.0958519, 0.9182523, 0.12250556, -1.3561153, 1.1918839, -1.3329109, -2.240018, -0.78403354, 0.732416, 0.6015695, -0.4650154, 1.506341, -0.98148227, 0.080173634, -1.593979, 0.020704389, 0.9713396, -1.7136258, 0.095192865, 0.22467418, 1.2571632, 0.92701274, -1.6875545, 0.96908134, -1.4574232, -0.99602926, 0.40335605, -1.7356473, -2.165485, -0.6690436, 0.32632992, -0.67459536, -0.58160263, -0.30148274, -1.9956436, 0.58405656, 0.8789895, 0.39561462, 0.0136079155, -1.8848746, -0.77132434, -0.6253174, 0.36393812, 0.122225, -0.56949604, -1.0549147, -1.6480547, 1.061888, 0.2083376, -1.8010186, 0.55065536, -0.1806364, 0.12793425, -0.3911051, -0.8078873, -1.1022046, 1.671109, 1.0643643, 0.80530643, -0.41432232, -0.25281903, 0.3371838, -1.4842225, 0.926228, -0.70916337, 0.36406633, -0.51117945, -1.707756, 1.4817574, 0.06621838, -0.2273343, -0.8004892, 0.26528585, -0.4964181]"
aaa,"[1.0086869, -0.51903915, -0.058580235, 1.6656411, 2.0071752, -0.3312046, 1.0145699, -1.0580652, 1.7109585, -0.016139174, -0.9373271, 0.21516903, -0.92182124, -1.5873296, -2.057742, 0.87473977, 2.169774, 0.64937514, 0.40348512, -1.0192864, 0.33649272, 0.80674857, -1.1628897, 0.40518337, -0.607446, 0.90376836, -0.795625, -0.9682549, 0.8331667, -0.49625802, 1.2634343, -0.5131175, -2.2412858, -0.26124096, 0.62109315, -0.6557096, -0.53553313, 1.4474424, 1.1802177, -0.65584695, -1.532527, 0.47539502, 0.7311257, -0.03165805, -0.31528968, 1.4479966, -0.44409943, 0.1649558, -1.3094277, 1.6903859, -0.7208491, -0.07686266, -0.7524358, 0.25706455, 1.0190241, 0.9566913, 0.32024124, -1.2373598, 0.8579808, -0.6999909, -2.2949202, -0.28721347, 0.8003506, 1.0319349, -0.2795926, 2.0266094, -0.83628285, 0.32645592, -0.8949646, 0.17690022, 0.76711965, -1.4394032, -0.33193785, -0.18123761, 0.6945837, 0.6413337, -1.8715061, 0.5722602, -1.2299595, -1.0882355, 0.35643935, -1.6017685, -1.2454722, -0.45008153, 0.15642308, -0.6793295, -0.302021, -0.46791422, -1.8925745, 0.36867523, 1.376843, 0.22387972, -0.30703282, -2.1027439, -0.3221186, -0.48003265, 0.23110825, -0.2566816, -0.004877571, -0.76185334, -1.5455514, 1.7365793, 0.021798275, -1.7201731, 0.25392583, -0.06721279, -0.1082969, -0.40637165, -1.0192809, -1.7810769, 1.3310118, 0.81984544, 0.8646742, -0.22706598, -0.079697914, 0.55606544, -0.87999856, 1.5645581, -0.80577147, 0.28752515, -0.16833961, -1.2679664, 1.8766184, -0.34708118, -0.09850547, -1.2960917, 0.15022357, -1.2023557]"
